timestamp;url;caption;locationName;likesCount;commentsCount;ownerUsername
2020-04-18T00:01:24.000Z;https://www.instagram.com/p/B_GfHSkJVwn/;"Alhamdulillah Proses Pembangunan Gedung MI Daarul 'Ulum 2 Sinar Melati terus berjalan... 
....
...
..
.
Kami ucapkan terimakasih kepada semua pihak yang turut membantu, tak lupa juga para donatur. Dengan dukungan dari berbagai pihak ini semoga pembangunan cepat slesai. Semoga partisipasi bapak ibu para donatur dan semua pihak yang turut membantu mendapatkan ganti yang lebih baik di Akhirat nanti. Aamiin. 
#proses#pembangunan#gedung#pendidikan#madrasah#ibtidaiyah#mi#midaarululum2sinarmelati#berkemajuan";Padasan, Pakembinangun, Pakem;19;0;midu2sm
2020-05-02T05:10:38.000Z;https://www.instagram.com/p/B_rFofcg2sq/;"Hardiknas dan Milad Pemuda Muhammadiyah ke-88
#pendidikan
#berkemajuan
#madrasah
#ibtidaiyah
#muhammadiyah1
#kudus";;39;0;mi_musaku
2020-05-04T03:46:54.000Z;https://www.instagram.com/p/B_wFo-GpVMK/;".
.
.
#madrasah #ibtidaiyah #sekolahdasar #nurussalam #cipondoh #tangerang #banten #indonesia #sekolahislami #sekolahtahfidz #sekolahramahanak #dirumahaja #jagajarak #bersamalawancorona #ramadhan #ramadhan1441h #ramadhankareem";MI Nurussalam Cipondoh;9;0;mi_nurussalam
2020-05-05T11:28:06.000Z;https://www.instagram.com/p/B_zfNyFAfH9/;"Dari departemen sosial dan agama akan memberikan informasi mengenai fadhilah sholat tarawih, semoga bisa bermanfaat ya, Mari saling mengingatkan tentang kebaikan ???? ______________________________________________
More information:  [ Riskul ] 085867632243

Follow Social Media kita !
Instagram : @hmps_pgmiiainsl3
YouTube : PGMI IAIN SALATIGA
Web : http://pgmi.tarbiyah.iainsalatiga.ac.id/
______________________________________________

#MenginspirasiuntukPGMI #MenginspirasiuntukPGMI 
#iainsalatiga #salatiga #pgmiiainsalatiga #pgmiindonesia #pgmimenginspirasi #pgmijaya #hmpspgmi #ptkinindonesia #ptkinformasi #tarbiyah #madrasah #ibtidaiyah";;32;0;pgmiuinsalatiga
2020-05-08T01:32:46.000Z;https://www.instagram.com/p/B_6JeANJ1hg/;"Tradisi Kupatan
.
.
.
#madrasah #ibtidaiyah #nurussalam #cipondoh #tangerang #banten #indonesia #sekolahdasar #sekolahislami #sekolahramahanak #sekolahtahfidz #sekolahfavorit #dirumahaja #jagajarak #bersamalawancorona #psbb #marhabanyaramadhan #ramadhan1441h #ramadhankareem";MI Nurussalam Cipondoh;16;0;mi_nurussalam
2020-05-09T02:28:10.000Z;https://www.instagram.com/p/B_80mqYpa4h/;"Salah satu keutamaan bulan Ramadhan yaitu bulan yang didalamnya diturunkan (permulaan) Al Qur'an.
.
.
.
#madrasah #ibtidaiyah #sekolahdasar #nurussalam #cipondoh #tangerang #banten #indonesia #sekolahislami #sekolahramahanak #sekolahtahfidz #sekolahfavorit #marhabanyaramadhan #ramadhankareem #ramadhan1441h #dirumahaja #jagajarak #bersamalawancorona #psbb #islam #alquran #hafidzquran #hafidzindonesia";MI Nurussalam Cipondoh;22;0;mi_nurussalam
2020-06-01T02:36:43.000Z;https://www.instagram.com/p/CA4D3XcgFdX/;"SELAMAT MEMPERINGATI HARI LAHIR PANCASILA 1 JUNI 2020

______________________________________________
More information:  [ Riskul ] 085867632243

Follow Social Media kita !
Instagram : @hmps_pgmiiainsl3
YouTube : PGMI IAIN SALATIGA
Web : http://pgmi.tarbiyah.iainsalatiga.ac.id/
______________________________________________

#sayapancasilasayaindonesia 
#amandirumahaja

#MenginspirasiuntukPGMI #MenginspirasiuntukPGMI 
#iainsalatiga #salatiga #pgmiiainsalatiga #pgmiindonesia #pgmimenginspirasi #pgmijaya #hmpspgmi #ptkinindonesia #ptkinformasi #tarbiyah #madrasah #ibtidaiyah";;48;1;pgmiuinsalatiga
2020-06-04T06:34:25.000Z;https://www.instagram.com/p/CBANc8GB1pb/;"INFO UNTUK SEMUA PESERTA LOMBA VLOG

Banyak Sekali Yang Bertanya Kenapa Video Saya Kok Tidak Publish?

Perlu Di Baca Dengan Detail Apa Isi Email Yang Dikirim Oleh Admin ( KAK VIDEO KAMU SUDAH ADA DI YOUTUBE )
Silahkan Share Link Ini Agar Di Tonton Dan Di Like Banyak Orang Saat Tayang Di Youtube

Artinya Disini Video Sudah Bisa Di Share Sebelum Nanti Tayang Di Youtube Madrasah

Loh Min Kenapa Video Nya Private?

Jadwal Upload Youtube Adalah Jam 12 Malam Atau Sehari Sebelum Tayang, Lalu Link Youtube Di Sebarkan Kepada Setiap Peserta Lomba Dan Sudah Bisa Di Tonton Oleh Siapapun Yang Menerima Link Tersebut.
Dalam Satu Hari Peserta Berkesempatan Untuk Push Videonya Via Sosmed Atau Whatssapp Sambil Menunggu Jadwal Publish Masing - Masing Peserta.

Jadwal Publish Setiap Jam 12.00 WIB Jadi Yang Video Nya Private Beratri Sudah Masuk Antrian Untuk Publish, Dan Peserta Yang Sudah Menyebarkan Video Nya Sebelum Tayang Mempunyai Kesempatan 2x Lebih Banyak Lagi Untuk Di Tonton Saat Nanti Video Nya Sudah Tayang DI Youtube Madrasah Daripada Yang Hanya Menunggu Jadwal Publish.

Sekian - Admin
.
.
.
.
#madrasahvlogcompetition #madrasahvlogcompetition2020
#madrasahhebat #madrasahhebatbermartabat
#vlog #competition #lomba #siswa #siswi #madrasah #ibtidaiyah #tsanawiyah #aliyah #pondok #pondokpesantren #man #mi #mts";;53;1;madrasahvlog
2020-06-06T10:12:29.000Z;https://www.instagram.com/p/CBFv_7aB3HM/;"""Informasi Penting""

Hari senin tanggal 8 Juni 2020 server hosting madrasahvlog.com akan di migrasi ke server baru migrasinya sekitar jam 18:00 WIB , akan ada downtime 3-6 jam peserta tidak bisa upload saat proses migrasi berlangsung.

Jadi Mohon Bersabar

Sekian - Admin
.
.
.
.
#madrasahvlogcompetition #madrasahvlogcompetition2020
#madrasahhebat #madrasahhebatbermartabat
#vlog #competition #lomba #siswa #siswi #madrasah #ibtidaiyah #tsanawiyah #aliyah #pondok #pondokpesantren #man #mi #mts";;62;3;madrasahvlog
2020-06-10T02:01:14.000Z;https://www.instagram.com/p/CBPKv07JOTH/;"Surat Al Mulk oleh Muhammad Fathul Ilmi kelas VI B
.
.
.
#madrasah #ibtidaiyah #nurussalam #cipondoh #tangerang #banten #indonesia #hafidzquran #hafidzcilik #hafidzindonesia #homelearning #sekolahtahfidz #sekolahislami #sekolahramahanak";;17;0;mi_nurussalam
2020-06-11T15:20:29.000Z;https://www.instagram.com/p/CBTLOLElgYt/;"Selalu ada jalan bagi orang yang berusaha...Nikmati prosesnya untuk hasil yang setimpal... @kwn_ndar
@suhendarmsaid
@rism_oed
@ainara_alesha
@ahnafalkhalifi

#mitqazharcenter
#ibnurusydclass
#pandemi
#madrasah
#ibtidaiyah";;2;1;aabyanukail
2020-07-07T03:17:34.000Z;https://www.instagram.com/p/CCU1KFqFUnB/;"KOORDINASI BIDANG PENMAD KE POSKO GUGUS TUGAS COVID-19 SUMBAR.
Kepala Bidang Pendidikan H Syamsul Arifin didampingi Kasi Kurikulum dan Kesiswaan Bidang Penmad H Afrizal mengunjungi dan berkoordinasi dengan Tim Posko Gugus Tugas Covid-19 Provinsi Sumatera Barat yang berada di Lantai 1 Kantor Gubernur, Selasa (07/07). Kepala Bidang diterima oleh salah seorang Tim Gugus Tugas Andriko. 
Kunjungan ini terkait persiapan pelaksanaan Tahun Pelajaran 2020/2021. Kepada Kepala Bidang, Tim Gugus Tugas Covid menyampaikan bahwa untuk penentuan Zona sangat bersifat fluktuatif. Hari ini bisa hijau, besok bisa saja kuning atau orange bahkan merah. Untuk saat ini, tidak ada satupun kabupaten kota yang berada di zona merah.
Kabid Penmad menegaskan bahwa ada 4 syarat pembelajaran tatap muka bisa dilaksanakan di madrasah, yaitu :
1.	Berada di Zona Hijau.
2.	Pemda/Pemko menetapkan bahwa boleh melaksanakan PBM di Sekolah/Madrasah.
3.	Kesepakatan dengan Orang Tua/Wali atau Komite Madrasah
4.	Mempunyai sarana prasana yang memadai untuk melaksanakan PBM langsung dengan protokol Covid-19 dengan memenuhi daftar periksa yang ada pada aplikasi EMIS.
Apabila salah satu syarat tidak terpenuhi, maka PBM tatap muka di madrasah tidak boleh dilaksanakan. Kabid Penmad juga menambahkan bahwa madrasah harus mengikuti arahan dari Bupati/Walikota terkait izin untuk melaksanakan PBM langsung di Madrasah.
-------------------------------------------------------------------
#pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahkeren #madrasahhebat #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar#covid-19 #TahunPelajaran20_21
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : Bidang Pendidikan Madrasah Sumbar
===============================================";Kantor Gubernur Sumatera BaratJalan Jenderal Sudirman;12;0;penmadsumbar
2020-07-09T09:13:09.000Z;https://www.instagram.com/p/CCancKuB2_D/;"Awali dengan Bismillah, Nawaitu liridoillahi ta'ala, Amin ......
#madrasah 
#diniyah 
#ibtidaiyah";Alaskokon, Jawa Timur, Indonesia;6;0;syukron_muchlis
2020-07-13T00:16:01.000Z;https://www.instagram.com/p/CCj9Jn4neow/;"Nge Zoom Hari Pertama Masuk Ibtidaiyah

#schoolday #learnfromhome #ibtidaiyah #MP #madrasahpembangunan";;4;0;kalvinvestor
2020-07-14T04:01:29.000Z;https://www.instagram.com/p/CCm7v3opEbo/;"Welcome to MI Terpadu Nurussalam
.
.
.
#sekolahdasar #madrasah #ibtidaiyah #nurussalam #cipondoh #kotatangerang #banten #sekolahtahfidz #sekolahramahanak #sekolahislami";Kp Gunung-Cipondoh;30;1;mi_nurussalam
2020-07-21T04:53:50.000Z;https://www.instagram.com/p/CC5DTXPJKYU/;"JUNIOR • Selalu menghiasi perjalanan cerita kami 
.
Tetap semangat mengarungi bahtera pelajaran.
.
#santri #pondokpesantrenraudhatulmushthofa #santriroumush #mi #ibtidaiyah #santricilik #santriceria";Pon-Pes Al-Qur'an Raudhotul Musthofa Meruyung Depok;150;1;ppqraumush
2020-08-04T03:30:09.000Z;https://www.instagram.com/p/CDc82x-Fegu/;"Repost from @ditjen.gtk.kemdikbud – Tahun 2019 adalah tahun pertama di periode pemerintahan Joko Widodo dan Ma'ruf Amin (Kabinet Indonesia Maju) sebagai Presiden dan Wakil Presiden.
Pembuatan Logo Hut RI ke 75 memiliki relevansi dengan tujuan di periode yang baru ini yaitu, pembangunan infrastruktur, pembangunan sumber daya manusia, penciptaan lapangan kerja, serta pemberdayaan Usaha Mikro, Kecil, dan Menengah.
Guna menciptakan kesatuan bagi seluruh rakyat Indonesia dan juga sebagai pondasi bagi negara untuk bisa menghadapi persaingan global.
-------------------------------------------------------------------
#pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahkeren #madrasahhebat #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar#covid-19 #TahunPelajaran20_21
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : Bidang Pendidikan Madrasah Sumbar
===============================================";;4;0;penmadsumbar
2020-08-05T00:58:13.000Z;https://www.instagram.com/p/CDfQQ2ZlYkq/;"Praying dhuha & Muhadtasah

-
-
-

#muhadatsah #pondok #madrasah #ibtidaiyah #mi #multazam #santricilik #santriimut #santri #galerysantri";Pondok Pesantren Multazam Rumpin - Bogor;27;0;mi_multazam
2020-08-05T02:06:04.000Z;https://www.instagram.com/p/CDfX-AwpCuL/;Allaahumma faqqihhu fid Diin wa 'allimhu al-kitaab... (Ya Allah, fahamkanlah ia dalam agama dan ajarkanlah kepadanya Alquran) #mipersis259firdaus #mipersis #madrasah #ibtidaiyah #ppi259firdaus #pangalengan;Pangalengan, Jawa Barat, Indonesia;31;7;hanafi_anshory
2020-08-08T16:36:06.000Z;https://www.instagram.com/p/CDop-uajq2n/;"""Belajar sesudah dewasa bagai mengukir diatas air.""
.
.
.
@ikin_parfume 
.
.
.
#belajar 
#mondok 
#pondok 
#pondokpesantren 
#sekolah 
#talim 
#pendidikan 
#madrasah 
#ibtidaiyah 
#rajin 
#ikhlas 
#istqomah";Sindang Jaya;19;0;ikin_parfume
2020-08-13T16:11:05.000Z;https://www.instagram.com/p/CD1fF4ChCio/;"RAPAT DINAS BIDANG PENDIDIKAN MADRASAH 
Hari ini dilaksanakan Rapat Dinas Bidang Pendidikan Madrasah Kanwil Kemenag Sumbar dengan Kepala MTsN se Sumatera Barat (Kamis, 13/8) bertempat di Aula AB I. Rapat dinas ini dilaksanakan dengan tujuan mendiskusikan hal-hal terkait PBM pada masa pandemi covid-19 dan berbagai hal yang perlu didiskusikan dan disampaikan kepada Kepala MTsN
Kakanwil Kemenag Sumbar H. Hendri dalam sambutannya menyampaikan bahwa madrasah yang boleh melaksanakan PBM hanyalah Madrasah yang sudah berada di zona hijau dan kuning. Kakanwil juga menekankan agar Kepala MTsN dapat mengarahkan tamatan MTsN agar bisa melanjutkan ke MA terutama siswa yang mendapat rangking 10 besar. Terkait serapan anggaran, Kakanwil mengharapkan kepada seluruh Kepala MTsN untuk menggenjot serapan anggaran di masing-masing satker.
Kabid Penmad H. Syamsul Arifin berpesan kepada madrasah yang akan melaksanakan PBM secara tatap muka agar berpedoman kepada aturan-aturan yang ada. Kabid Penmad menambahkan agar Ketersediaan sarana sanitasi dan kebersihan,  Ketersediaan fasilitas kesehatan, Pemetaan warga satuan pendidikan yang tidak boleh melakukan kegiatan di satuan pendidikan dan Membuat kesepakatan bersama komite sekolah dilakukan sebelum PBM tatap muka di laksanakan.
-------------------------------------------------------------------
#pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahkeren #madrasahhebat #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar #covid-19 #TahunPelajaran20_21 #MerdekaBelajar #IndonesiaBahagia #BerprestasiDariRumah
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : Bidang Pendidikan Madrasah Sumbar
===============================================";;8;0;penmadsumbar
2020-09-05T06:55:33.000Z;https://www.instagram.com/p/CEvtzMnJbYH/;"Ketika asyik-asyiknya kami belajar, tiba-tiba pandemi itu datang. Cara belajar kami pun berubah menjadi online walaupun tidak seasyik belajar di kelas. Alhamdulillah akhirnya kami lulus. Mudah-mudahan dengan pengalaman kemarin, kami akan terus semangat belajar dan berprestasi #teacherstudentromance
#teacherstudentmoments #teacherstudentrelationship 
#graduation #madrasahhebat #madrasah #ibtidaiyah #manbaulhuda";Bandung;47;0;kangsodiq
2020-09-06T06:20:10.000Z;https://www.instagram.com/p/CEyNmUuhWLK/;"-------------------------------------------------------------------

Repost from @pendiskemenag,- Menuju Kompetisi Robotik Madrasah 2020. Penandatanganan MOU Kompetisi Robotik Madrasah 2020
.
Baca selengkapnya hanya di

www.kemenag.go.id
www.pendis.kemenag.go.id
-------------------------------------------------------------------
#pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahkeren #madrasahhebat #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar #covid-19 #TahunPelajaran20_21 #MerdekaBelajar #IndonesiaBahagia #BerprestasiDariRumah
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : Bidang Pendidikan Madrasah Sumbar
===============================================";;5;0;penmadsumbar
2020-09-08T08:58:13.000Z;https://www.instagram.com/p/CE3qOOlFyv7/;"KOMPETISI SAINS MADRASAH TAHUN 2020
-------------------------------------------------------------------
Direktorat Jenderal Pendidikan Islam Kementerian Agama RI akan melaksanakan Ajang Kompetisi Sains Madrasah tahun 2020. Kompetisi ini akan dilaksanakan secara daring.
Berikut langkah-langkah pendaftaran KSM Tahun 2020 :
1.	Pembuatan Akun lembaga pada laman https://ksm.kemenag.go.id
2.	Setelah berhasil membuat akun, masuk ke menu pendaftaran Peserta KSM 
3.	Isi semua kolom pada Form Pendaftaran Peserta kemudian upload 3 Foto per  Peserta (1 formal, 2 custom)
4.	Setelah selesai, klik simpan dan Data Peserta akan muncul pada tabel 
5.	Sistem akan melakukan verifikasi otomatis, dan Lembaga hanya dapat mengirim 1 Peserta per bidang Studi
6.	Cetak Bukti Pendaftaran Peserta KSM Tahun 2020 dan upload pakta integritas
7.	Scan qrcode/barcode yang ada pada bukti pendaftaran, untuk mendapatkan pengumuman atau pengumuman juga dapat di akses pada menu pengumuman di akun Lembaga masing-masing. 
8.	Jika data pendaftaran Peserta  KSM diverifikasi, Kartu Tes dapat didownload pada menu Kartu Tes Peserta untuk mengikuti Computer Base Test (CBT) KSM tahun 2020 , akun CBT dapat dilihat pada Kartu Tes Peserta ( Kartu Tes Peserta tidak perlu dicetak).
9.	Alamat CBT untuk simulasi KSM dan pelaksanaan KSM Tahun 2020 akan dikirimkan pada menu pengumuman di akun masing-masing Lembaga.
10.	Seluruh pengumuman terkait KSM Tahun 2020 akan disampaikan melalui portal KSM dan Akun lembaga masing-masing.
Pendaftaran KSM Online 2020 ini akan dibuka tanggal 25 September 2020 sampai dengan 23 Oktober 2020.
-------------------------------------------------------------------
#KSM2020 #KSMonline #madrasahkeren #madrasahhebat #pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar #covid-19 #MerdekaBelajar 
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : Bidang Pendidikan Madrasah Sumbar
===============================================";;10;0;penmadsumbar
2020-09-13T05:05:37.000Z;https://www.instagram.com/p/CFEHk73pSd7/;"""Banyak - banyak intropesksi diri, belajar lebih semangat lagi""
@bustanulfurqonponpes
#santriindonesia 
#nahdlatululama 
#santriputra 
#santriputri 
#ibtidaiyah 
#stanawiyah 
#aliyah";Pondok Tegalrejo;1;0;bustanul_al_furqon
2020-09-29T03:35:26.000Z;https://www.instagram.com/p/CFtJ-cmgUro/;"Selamat Datang Mahasiswa Baru
[ PGMI IAIN SALATIGA 2020 ]
Hallo !!
Kenalin nih, Sebagian dari pengurus HMPS PGMI 2020. jadi HMPS itu ada beberapa divisi, salah satunya jarkom yang sering repost story2 kalian. 

Apa sih itu HMPS ?? Yang tau bisa komen dibawah ya

______________________________________________
More information:  [ Riskul ] 085867632243

Follow Social Media kita !
Instagram : @hmps_pgmiiainsl3
YouTube : PGMI IAIN SALATIGA
Web : http://pgmi.tarbiyah.iainsalatiga.ac.id/
______________________________________________

#MenginspirasiuntukPGMI #MenginspirasiuntukPGMI 
#iainsalatiga #salatiga #pgmiiainsalatiga #pgmiindonesia #pgmimenginspirasi #pgmijaya #hmpspgmi #ptkinindonesia #ptkinformasi #tarbiyah #madrasah #ibtidaiyah";;123;0;pgmiuinsalatiga
2020-10-12T03:28:45.000Z;https://www.instagram.com/p/CGOX3R-BB3R/;"Kakanwil Kementerian Agama Prov. Sumatera Barat H. Hendri membuka secara resmi kegiatan Penilaian Kinerja Kepala Madrasah di MIN 2 Kota Padang didampingi oleh Kakankemenag Kota Padang H. Marjanis, Kasi Sarpras Firdaus, Kasi Penmad H. Erman Syofa pada hari Rabu (7/10).
Dalam sambutannya Kakanwil menyampaikan agar tim penilai melakukan penilaian dengan objektif.
Ruang lingkup penilaian ini terdiri dari manajerial kepala madrasah, pengembangan kewirausahaan, supervisi dan prestasi.
-------------------------------------------------------------------
#PKKM #madrasahkeren #madrasahhebat #pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar #covid-19 #MerdekaBelajar 
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : Bidang Pendidikan Madrasah Sumbar
===============================================";;0;0;penmadsumbar
2020-10-14T03:57:14.000Z;https://www.instagram.com/p/CGT0ZPQF_bk/;"8 ORANG SISWA MADRASAH SUMBAR MELAJU KE TINGKAT NASIONAL
-------------------------------------------------------------------
Berdasarkan pengumuman yang dikeluarkan Direktorat Jenderal Pendidikan Islam Kementerian Agama RI nomor Nomor :B-2261/DJ.I/Dt.I.I/PP.00/10/2020, hasil penilaian Dewan Juri terhadap proposal penelitan pada tanggal 12 Oktober 2020, bahwa peserta Madrasah Young Researcher Super Camp (MYRES) Tingkat Madrasah Tsanawiyah (MTs) dan Madrasah Aliyah (MA) Tahun 2020 yang  lolos tahap presentasi proposal yang berasal dari Sumatera Barat sebanyak 8 orang.
Siswa-siswa madrasah yang terpilih tersebut akan mempresentasikan Proposal secara virtual pada tanggal 17 s.d 20 Oktober 2020 sesuai jadwal yang telah diatur Dirjen Pendis.
Adapun persyaratan Presentasi Proposal Virtual, peserta yang akan melakukan Presentasi Proposal selama 5 (lima) menit dengan memaparkan Latar belakang masalah yang di teliti, Rumusan masalah, Teori yang digunakan, Metodologi penelitian. 
-------------------------------------------------------------------
#myres #madrasahkeren #madrasahhebat #pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar #covid-19 #MerdekaBelajar 
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : Bidang Pendidikan Madrasah Sumbar
===============================================";;12;0;penmadsumbar
2020-10-15T08:32:48.000Z;https://www.instagram.com/p/CGW4ua3FT9Q/;"2 ORANG SISWA MADRASAH SUMBAR TERPILIH SEBAGAI PARLEMEN REMAJA TAHUN 2020
-------------------------------------------------------------------
Berdasarkan pengumuman yang dikeluarkan oleh Sekretariat Jenderal Dewan Perwakilan Rakyat Republik Indonesia (DPR-RI) 4 orang siswa asal Sumatera Barat terpilih sebagai Parlemen Remaja Tahun 2020. Dua orang dari 4 orang siswa tersebut adalah siswa Madrasah. 
Adalah Lailatul Fadhillah Jamil dari MAN 2 Padang Panjang (Koto Baru) dan Fayrusatul Qolbi dari MAN 1 Bukittinggi berhasil menyisihkan peserta-peserta lainnya.
Penilaian ini terdiri dari penilaian CV, essay, dan video. Pelaksanaan kegiatan parlemen remaja ini akan dilaksanakan secara virtual. 
Kabid Pendidikan Madrasah H. Syamsul Arifin menyampaikan rasa bangga dengan anak madrasah yang silih berganti mengukir berprestasi di tingkat nasional. Ini membuktikan bahwa anak-anak madrasah memang hebat di bidangnya masing-masing.
-------------------------------------------------------------------
#madrasahkeren #madrasahhebat #pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar #covid-19 #MerdekaBelajar 
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : penmad sumbar
===============================================";;8;1;penmadsumbar
2020-10-16T07:00:05.000Z;https://www.instagram.com/p/CGZS6MXBIMw/;"Sing penting Bahagia....
.
.
#santri #madrasah #ibtidaiyah";;6;0;heroesubekti
2020-10-16T17:36:12.000Z;https://www.instagram.com/p/CGabtOyl_Wm/;"IBNU KHAIRI ALFARISI, PERAIH MEDALI PERUNGGU AJANG KSN TINGKAT NASIONAL TAHUN 2020
-------------------------------------------------------------------
Adalah siswa MAN Insan Cendekia Padang Pariman bernama Ibnu Khairi Alfarisi yang mewakili Sumatera Barat dalam ajang Kompetisi Sains Nasional Jenjang SMA/MA tingkat Nasional berhasil meraih juara ketiga. Ibnu berhasil meraih prestasi gemilang tersebut pada bidang studi Ekonomi. 
Kakanwil Kemenag Sumbar H. Hendri menyebutkan, ini tentu saja bukan hanya kebanggaan dari MAN IC Padang Pariaman saja tapi merupakan kebanggaan Kanwil Kemenag Sumbar dan juga masyarakat Sumbar pada umumnya. Karena Ibnu sudah membawa nama baik Sumatera Barat di kancah nasional. Kakanwil juga mengharapkan, prestasi ini hendaknya menjadi motivasi bagi siswa-siswa madrasah lainnya di Sumatera Barat untuk terus meningkatkan prestasinya di bidang apapun. 
Kabid Pendidikan Madrasah H. Syamsul Arifin menyampaikan  selamat dan rasa bangga luar biasa. Selamat buat ananda Ibnu Khairi Alfarisi dari  MAN Insan Cendekia Padang Pariaman. Ucapan terimakasih juga diucapkan kepada Kepala Madrasah, Guru-guru dan pembina yang sudah melatih dan membina siswa sehingga berhasil meraih prestasi gemilang ini. “Siswa madrasah memang hebat”, tutupnya.
-------------------------------------------------------------------
#madrasahkeren #madrasahhebat #pendidikanmadrasah #pendidikanislam #pendis #pendidikan #pendidikankarakter #madrasah #madrasahaliyah #madrasahtsanawiyah #ra #mi #mts #ma #ibtidaiyah #tsanawiyah #aliyah #membaca #kemenag #indonesia #kanwilkemenagsumbar #covid-19 #MerdekaBelajar 
===============================================
Follow Instagram Penmad : @penmadsumbar
Subsribe Youtube : Bidang Pendidikan Madrasah Sumbar
Facebook : penmad sumbar
===============================================";;17;0;penmadsumbar
2020-11-23T05:00:29.000Z;https://www.instagram.com/p/CH67bg8B7jH/;"""Hatiku tenang karena mengetahui bahwa apa yang melewatkanku tidak pernah menjadi takdirku dan apa yang ditakdirkan untukku tidak akan melewatkanku""
{Umar Bin Khottob}

Mencari tahu dan memberi ilmu


Share kepada teman dan keluarga
? @tkybcrb 
? @sdilhcrb 
? @sainsalhadidcrb 
? @huffadzpreneurcrb 
? @sakinahcrb 


...
..
.
#madrasah #madrasahdiniyah #madrasahtsanawiyah #pendidik #ptki #bacaanislami #asmanadia #jualbukuislami #jualbukuislam #yatim #tahfidz #kajianonline #motivasialquran #hadistoftheday #cintarasulullah #mahasiswaislam #ijazah #muslimcerdas #majelistalim #mahasantri #galeri_maha #bintaromengaji #qobliyahsubuh #sholatwitir #sakaratulmaut #amalsholeh #tawakal #sedekahonline #bacaquran #tadarus";;24;0;pph_cirebon
